id;span_text;raw_output;pred_label;true_label;confidence;rationale
1139;to suspend Draymond. Without that bitchass move, Dubs woulda smoked;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('bitchass move') directed at a specific entity ('Dubs'), which is a protected category ('team name').""
}";2;1;HIGH;The span_text contains a targeted insult ('bitchass move') directed at a specific entity ('Dubs'), which is a protected category ('team name').
452;okay, goodnight shtwt and edtwt < 3;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('shtwt' and 'edtwt') without targeting a specific entity.""
}";1;0;HIGH;The span_text contains profanity ('shtwt' and 'edtwt') without targeting a specific entity.
1563;i know. no anxiety up in this bitch anymore: D;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The presence of profanity in the span text, specifically the word 'bitch', warrants a label of UNHARMFUL_PROFANITY.""
}";1;1;MEDIUM;The presence of profanity in the span text, specifically the word 'bitch', warrants a label of UNHARMFUL_PROFANITY.
1358;@user I hate phil Donahue, he's an arrogant cunt, who;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('arrogant cunt') directed towards a specific entity ('Phil Donahue').""
}";2;2;HIGH;The span_text contains a targeted insult ('arrogant cunt') directed towards a specific entity ('Phil Donahue').
430;at him. 'You've been my fucking rock since day one,;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fucking') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fucking') without targeting a specific entity.
384;@user Your cock mate haha more cumshots! Your ass and;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('cock', 'cumshots') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('cock', 'cumshots') without targeting a specific entity.
548;attacks for 3 hours. fuck this i'm' taking meds again;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that can be considered an attack, specifically the phrase 'attacks for 3 hours'.""
}";2;1;HIGH;The span_text contains language that can be considered an attack, specifically the phrase 'attacks for 3 hours'.
552;show to calm shit down. You're a weak, selfish person.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult, calling someone 'weak' and 'selfish', which is a form of conflictual language.""
}";2;2;HIGH;The span_text contains a targeted insult, calling someone 'weak' and 'selfish', which is a form of conflictual language.
230;My power went out this morning a little after 10:30.;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
1667;Like, the argument of 'pocket pussy / shortstack' vs. 'Holy;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains conflictual language with phrases 'pocket pussy / shortstack' vs. 'Holy' which can be interpreted as an attack or derogatory comparison.""
}";2;1;MEDIUM;The span_text contains conflictual language with phrases 'pocket pussy / shortstack' vs. 'Holy' which can be interpreted as an attack or derogatory comparison.
371;the sedition you conspired. Go to hell. And by the;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('Go to hell') and a phrase implying conspiracy ('the sedition you conspired'), which are conflictual in nature.""
}";2;2;HIGH;The span_text contains a targeted insult ('Go to hell') and a phrase implying conspiracy ('the sedition you conspired'), which are conflictual in nature.
1020;@DonaldJTrumpJr You and your dad are both dick suckers.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains targeted conflictual language with a racial slur implication towards Donald Trump Jr. and his father, despite the lack of explicit slurs.""
}";2;2;HIGH;The span contains targeted conflictual language with a racial slur implication towards Donald Trump Jr. and his father, despite the lack of explicit slurs.
208;Progesterone, metformin, and a heating pad lol;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain conflictual language, excessive profanity, or targeted insults.
1431;@user Perched like a good little cumslut 😈😘🤤;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted derogatory language ('cumslut') that is directed at a specific entity (@user), which is a form of conflictual language.""
}";2;1;HIGH;The span_text contains targeted derogatory language ('cumslut') that is directed at a specific entity (@user), which is a form of conflictual language.
1081;UK travel ban list. what a bunch of ignorant pricks.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insult ('ignorant pricks') which is directed towards a protected category of people ('pricks' is a derogatory term for men).""
}";2;2;HIGH;The span_text contains targeted insult ('ignorant pricks') which is directed towards a protected category of people ('pricks' is a derogatory term for men).
590;195 days until Louis performs in Antwerp, Belgium as part;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
311;» dude you're so fucking retarded, that's why your call;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('you're so fucking retarded') directed at a specific entity ('your call'), which is considered conflictual language.""
}";2;2;HIGH;The span_text contains a targeted insult ('you're so fucking retarded') directed at a specific entity ('your call'), which is considered conflictual language.
331;what the fuck is going on edtwt rn;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fuck') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fuck') without targeting a specific entity.
265;called us 'faggots'. He meant to hurt SOMEBODY, Christ knows.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('faggots') which is directed towards a specific entity, indicating conflictual language.""
}";2;2;HIGH;The span_text contains a targeted insult ('faggots') which is directed towards a specific entity, indicating conflictual language.
726;and shades, sipping cocktails. Barbados in Belfast. Zero fucks given😎;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('Zero fucks given') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('Zero fucks given') without targeting a specific entity.
565;@DStvNg you people should please stop repeating the same movie;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a complaint about repetition of a movie, but does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text contains a complaint about repetition of a movie, but does not contain any conflictual language, profanity, or targeted insults.
446;its just a community full of mentally ill people trying;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult towards a group of people with mental illness, which is a protected category.""
}";2;2;HIGH;The span_text contains a targeted insult towards a group of people with mental illness, which is a protected category.
199;own mindset that has you keep following the fuckery. Skinny;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fuckery', 'fuck') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fuckery', 'fuck') without targeting a specific entity.
428;I know that pain. But mine is acid reflux caused;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
507;Saw a psychiatrist today. She's prescribing me antidepressants hopefully this;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text mentions a medical visit and prescription, which is a neutral and non-conflictual topic.""
}";0;0;HIGH;The span_text mentions a medical visit and prescription, which is a neutral and non-conflictual topic.
1551;abt it! don't let it be tainted by those pricks❤️;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains the phrase 'those pricks' which is a targeted insult, specifically directed at a group of people.""
}";2;1;HIGH;The span_text contains the phrase 'those pricks' which is a targeted insult, specifically directed at a group of people.
336;Had a feeling some bullshxt was impending.. Thank TMH it;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains profanity ('bullshxt') without targeting a specific entity.""
}";1;1;MEDIUM;The span_text contains profanity ('bullshxt') without targeting a specific entity.
783;somebody is hurt Learn sense and stop being a dolt;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a targeted insult ('dolt') which is directed at a person, indicating conflictual language.""
}";2;2;MEDIUM;The span_text contains a targeted insult ('dolt') which is directed at a person, indicating conflictual language.
1598;Claim you ain't slimey but you a grimey ass mf;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('mf') and derogatory language ('grimey ass'), but does not target a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('mf') and derogatory language ('grimey ass'), but does not target a specific entity.
806;@STVNews Sick beasty bastard. Chop his baws off now and;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted conflictual language with phrases 'Sick beasty bastard' and 'Chop his baws off now and', which are direct attacks based on derogatory terms.""
}";2;1;HIGH;The span_text contains targeted conflictual language with phrases 'Sick beasty bastard' and 'Chop his baws off now and', which are direct attacks based on derogatory terms.
1719;the plug, I want to be smothered in sweaty stanky;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('stanky') which is not directed toward a specific entity.""
}";1;2;HIGH;The span_text contains profanity ('stanky') which is not directed toward a specific entity.
899;StolenPonyRosie Come on you thieving bastards let her go;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult with a derogatory phrase ('thieving bastards') directed at a group of people, which is considered conflictual language.""
}";2;1;HIGH;The span_text contains a targeted insult with a derogatory phrase ('thieving bastards') directed at a group of people, which is considered conflictual language.
1882;and my roller skates wow what a fucking dweeb dude;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of the profanity 'fucking' and 'dweeb' in the span_text, which is not directed towards a specific entity, justifies this classification.""
}";1;2;HIGH;The presence of the profanity 'fucking' and 'dweeb' in the span_text, which is not directed towards a specific entity, justifies this classification.
246;You must never do what your bio says cause your;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit conflictual language, profanity, or targeted insults. It appears to be a grammatically incorrect sentence with no clear meaning.""
}";0;0;HIGH;The span_text does not contain any explicit conflictual language, profanity, or targeted insults. It appears to be a grammatically incorrect sentence with no clear meaning.
247;Somebody pleasssssse give me some nice restaurants suggestions! My anniversary;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults, making it suitable for the NONE label.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults, making it suitable for the NONE label.
150;@HelloFreshUK metformin tablets have brought my heart rate down, its;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults. It appears to be a neutral statement about a personal experience with a medication.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults. It appears to be a neutral statement about a personal experience with a medication.
586;@instablog9ja I will be fair with my comment, what the;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
1014;bad enough members of your party are coke addicts, but;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult towards a group of people based on their party affiliation, which is a protected category.""
}";2;2;HIGH;The span_text contains a targeted insult towards a group of people based on their party affiliation, which is a protected category.
1612;whole pack saggy titties, no ass, petter Griffen chin and;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted derogatory language towards a specific individual ('saggy titties' and 'no ass' likely referring to a female, and 'petter Griffen chin' is a misspelling of 'better Griffin chin' likely referring to Griffin, a male name).""
}";2;1;HIGH;The span_text contains targeted derogatory language towards a specific individual ('saggy titties' and 'no ass' likely referring to a female, and 'petter Griffen chin' is a misspelling of 'better Griffin chin' likely referring to Griffin, a male name).
696;commentators keep calling that Melbourne player a whore? @aflwomens AFLWDeesLions;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted derogatory language ('whore') directed at a specific entity ('Melbourne player'), which is an attack based on a protected category.""
}";2;1;HIGH;The span_text contains targeted derogatory language ('whore') directed at a specific entity ('Melbourne player'), which is an attack based on a protected category.
1002;300 % crit dmg how the hell;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('hell') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('hell') without targeting a specific entity.
271;me run around like a dumbass— but this is very;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains profanity ('dumbass') without targeting a specific entity.""
}";1;1;MEDIUM;The span_text contains profanity ('dumbass') without targeting a specific entity.
19;And I'd love to write one if only someone would;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
303;The secret to longevity. Always have a to-do list and;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or slurs.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or slurs.
184;@user Delete your account (and this is coming frm a;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted instruction to delete an account, which can be perceived as a form of attack or conflict.""
}";2;2;HIGH;The span_text contains a targeted instruction to delete an account, which can be perceived as a form of attack or conflict.
1700;what inspires Keir Starmer to be such a useless cunt;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult ('such a useless cunt') directed towards a specific entity (Keir Starmer), which is considered conflictual language.""
}";2;2;HIGH;The span contains a targeted insult ('such a useless cunt') directed towards a specific entity (Keir Starmer), which is considered conflictual language.
190;Wow. What a scoop. How did you work that out??????;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
224;@drosennhl He can't retire. The Hawks would be stuck with;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
1258;the 90s. Much like Inafune's dickheaded ideas about Megaman, Iizuka's;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult towards Iizuka's ideas, specifically calling them 'dickheaded', which is a derogatory term.""
}";2;2;HIGH;The span_text contains a targeted insult towards Iizuka's ideas, specifically calling them 'dickheaded', which is a derogatory term.
1283;with him, he is a sad sack of shite too.;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span contains profanity, specifically the word 'shite', which is not directed towards a specific entity.""
}";1;1;MEDIUM;The span contains profanity, specifically the word 'shite', which is not directed towards a specific entity.
504;Because he lacks the tenacity to go deeper mentally and;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any profanity, slurs, or targeted insults, nor does it exhibit conflictual language.""
}";0;0;HIGH;The span_text does not contain any profanity, slurs, or targeted insults, nor does it exhibit conflictual language.
943;my nerves watching a few plonkers walk right through the;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;2;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
839;Wen, the commie baby k * ller herself, admitted masks;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains conflictual language with phrases 'commie' and 'baby k*ller' which are derogatory and targeted towards a specific group.""
}";2;2;HIGH;The span_text contains conflictual language with phrases 'commie' and 'baby k*ller' which are derogatory and targeted towards a specific group.
307;@JKSteinberger @user Irrational - completely different meaning in science than;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain conflictual language, excessive profanity, or targeted insults. It appears to be a neutral statement discussing the meaning of 'irrational' in science.""
}";0;0;HIGH;The span_text does not contain conflictual language, excessive profanity, or targeted insults. It appears to be a neutral statement discussing the meaning of 'irrational' in science.
895;have big boobs so theyre sluts and therefore bad' making;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult based on physical appearance ('big boobs') and a derogatory term ('sluts'), which is a clear example of conflictual language.""
}";2;1;HIGH;The span_text contains a targeted insult based on physical appearance ('big boobs') and a derogatory term ('sluts'), which is a clear example of conflictual language.
55;The scholar and faqih al-Awzā',''' ī was of the opinion;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults. It appears to be a passage discussing a scholar's opinion.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults. It appears to be a passage discussing a scholar's opinion.
8;You forgot to download the modle;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
40;his hair grow out like that... that's' faggy as fuck.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult based on a protected category ('faggy'), which aligns with the definition of Conflictual language.""
}";2;2;HIGH;The span_text contains a targeted insult based on a protected category ('faggy'), which aligns with the definition of Conflictual language.
981;- e - Shaheed, Then abdul blown his suicide vest.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a reference to a suicide vest and a name 'Shaheed', which is often used to describe a martyr. This implies a violent and potentially conflictual context.""
}";2;2;HIGH;The span_text contains a reference to a suicide vest and a name 'Shaheed', which is often used to describe a martyr. This implies a violent and potentially conflictual context.
431;Neither of us can take Tylenol for headaches, unless it's;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
498;It's basically tricking people in to thinking they',''ll' see a;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, slur, or targeted insult.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, slur, or targeted insult.
1406;@user Keep at it don't let the fcukers win 👍;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fcukers') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fcukers') without targeting a specific entity.
85;Sup, are you 18+ and not apart of the 18+;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a targeted insult ('apart of the 18+') which implies exclusion based on a protected category.""
}";2;0;MEDIUM;The span_text contains a targeted insult ('apart of the 18+') which implies exclusion based on a protected category.
1285;makes me believe even you know you're full of shit.;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('shit') without targeting a specific entity.""
}";1;2;HIGH;The span_text contains profanity ('shit') without targeting a specific entity.
1079;interview with joe rogan you pussy all you guys that;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('pussy') without targeting a specific entity.""
}";1;2;HIGH;The span_text contains profanity ('pussy') without targeting a specific entity.
1133;are about to date because i fuckinggggg love Wale 😩;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of excessive profanity in the span_text, specifically the repeated use of the word 'fucking', justifies this classification.""
}";1;1;HIGH;The presence of excessive profanity in the span_text, specifically the repeated use of the word 'fucking', justifies this classification.
1550;@user you got to be fucking kidding me, first of;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fucking') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fucking') without targeting a specific entity.
440;some hard working and drinking mofos around. Many had a;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a colloquial expression 'mofos' which is a mild profanity, but it's not directed towards a specific entity and does not contain any conflictual language.""
}";0;1;HIGH;The span_text contains a colloquial expression 'mofos' which is a mild profanity, but it's not directed towards a specific entity and does not contain any conflictual language.
