span_id,span_text,start_time,end_time,has_excessive_profanity,has_slur,has_targeted_insult,has_threat_or_violence,profanity_hits,slur_hits,insult_hits,threat_or_violence_hits,min_allowed_label,final_enforced_label,llm_label,llm_confidence,llm_rationale
42,job a stop trying to rob stop trying to fuck my mom,39.977,43.941,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains explicit profanity and a threat of violence, which is considered a form of hate speech."
43,trying stop to fuck my mom my dick,42.54,44.702,True,False,False,False,"['fuck', 'dick']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains explicit profanity and a sexual reference, which meets the criteria for HATE_SPEECH_GENERAL."
44,fuck to my mom my dick,43.0,44.702,True,False,False,False,"['fuck', 'dick']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Excessive profanity ('fuck') and targeted insult ('my mom') in the span_text.
45,my fuck mom my dick,43.201,44.702,True,False,False,False,"['fuck', 'dick']",[],[],[],HATE_SPEECH_GENERAL,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"The presence of explicit profanity ('fuck') and a derogatory term towards a family member ('mom') indicates a high level of severity, warranting a label of HARASSMENT_OBSCENITY."
46,mom my my dick is bigger than yards fuck all,43.421,46.884,True,False,False,False,"['dick', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Excessive profanity and derogatory language ('fuck') in the span_text, exceeding the minimum allowed label of HATE_SPEECH_GENERAL."
47,bigger is than yards fuck all,44.722,46.884,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span_text contains excessive profanity ('fuck') which meets the threshold for HATE_SPEECH_GENERAL.
48,than bigger yards fuck all,44.862,46.884,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"The span_text contains excessive profanity, specifically the phrase 'fuck all', which is a clear indicator of harassment and obscenity."
49,yards than fuck all niggas they can,45.123,48.186,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of racial slur 'niggas' in the span_text.
50,fuck yards all niggas they can,45.323,48.186,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the racial slur 'niggas' and excessive profanity ('fuck yards') in the span_text justify the label.
51,all fuck niggas they can,46.264,48.186,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of profanity and potential derogatory term 'niggas' without explicit indication of fictional or artistic context.
52,niggas all they can burn in hell fuck rosa,46.724,50.388,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a racial slur and excessive profanity in the span_text, despite the absence of targeted insults and excessive profanity signal, justifies the HATE_SPEECH_GENERAL label."
53,burn can in hell fuck rosa,48.126,50.388,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of excessive profanity ('fuck') and a derogatory phrase ('burn can in hell') justifies the label. The phrase 'burn can in hell' is directed towards an individual ('rosa') and contains hate speech elements.
54,in burn hell fuck rosa,48.266,50.388,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity, specifically the phrase 'fuck', and the mention of a potentially derogatory term 'rosa' (which may be a slur), aligns with the criteria for HATE_SPEECH_GENERAL."
55,hell in fuck rosa parks i'll slap that bitch as well niggas,48.546,53.391,True,False,False,False,"['fuck', 'bitch']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains multiple instances of profanity and a racial slur, which indicates hate speech. The mention of Rosa Parks, a civil rights icon, is used in a derogatory manner, further supporting this classification."
56,that slap bitch as well niggas need,51.309,53.651,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span_text contains profane language ('slap bitch') and a derogatory racial slur ('niggas').
57,bitch that as well niggas need,51.529,53.651,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of profanity ('bitch', 'niggas') and a derogatory term ('bitch') aligns with the characteristics of hate speech, warranting a 'HATE_SPEECH_GENERAL' classification."
58,as bitch well niggas need,51.749,53.651,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'bitch' and excessive profanity ('well niggas') in the span_text justify the label of HATE_SPEECH_GENERAL.
59,well as niggas need to burn niggas need,51.99,55.373,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span_text contains a derogatory phrase 'niggas need to burn niggas need' that is a form of hate speech.
60,need niggas to burn niggas need,53.051,55.373,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of repeated racial slurs ('niggas') in the span_text, regardless of context or intent, is a hallmark of hate speech."
61,to need burn niggas need,53.451,55.373,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the racial slur 'niggas' is a clear indicator of hate speech.
62,burn to niggas need to learn niggas can't,53.711,57.175,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span_text contains a derogatory phrase 'niggas need to learn niggas can't' which is a form of hate speech.
63,need niggas to learn niggas can't,54.752,57.175,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a derogatory term ('niggas') used to express frustration, which is a form of hate speech."
64,to need learn niggas can't,55.153,57.175,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the racial slur 'niggas' in the span_text, which is not mitigated by any context, justifies the HATE_SPEECH_GENERAL label."
65,learn to niggas can't pass class niggas can't learn yeah fuck,55.413,67.942,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a racial slur and excessive profanity, which are indicative of hate speech."
66,niggas class can't learn yeah fuck,57.675,67.942,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of a slur and excessive profanity in 'niggas class can't learn yeah fuck' indicates hate speech.
67,can't niggas learn yeah fuck,58.156,67.942,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of excessive profanity, including the phrase 'fuck', exceeds minimum allowed label threshold."
68,learn can't yeah fuck all those niggas fuck all,58.556,69.844,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of excessive profanity ('fuck') and derogatory term ('niggas') in the span_text.
69,all fuck those niggas fuck all,67.582,69.844,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity and a slur ('niggas') in the span_text, which is not mitigated by any educational, fictional, or hypothetical context, justifies the HATE_SPEECH_GENERAL label."
70,those all niggas fuck all,67.962,69.844,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of racial slur 'niggas' and excessive profanity, exceeding minimum allowed label"
71,niggas those fuck all those niggas fuck all,68.182,71.546,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of excessive profanity and slur-like language in the span_text.
72,all fuck those niggas fuck all,69.283,71.546,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of excessive profanity and derogatory language, exceeding minimum threshold for hate speech."
73,those all niggas fuck all,69.704,71.546,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a racial slur, which is a strong indicator of hate speech."
74,niggas those fuck all those niggas yeah bitch,69.884,73.828,True,False,False,False,"['fuck', 'bitch']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of multiple instances of profanity and derogatory language ('niggas', 'fuck', 'bitch') warrants a high confidence label for hate speech general."
75,all fuck those niggas yeah bitch,71.025,73.828,True,False,False,False,"['fuck', 'bitch']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity ('fuck', 'bitch') and a slur ('niggas') in the span_text, which exceeds the minimum allowed label of HATE_SPEECH_GENERAL."
76,those all niggas yeah bitch,71.405,73.828,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of racial slur 'niggas' and excessive profanity 'bitch', exceeding minimum allowed label 'HATE_SPEECH_GENERAL'"
77,niggas those yeah bitch my,71.566,74.008,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Excessive profanity and derogatory tone, meeting the minimum allowed label threshold."
78,yeah niggas bitch my name is bobby two pistols you try,71.866,77.291,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a racial slur ('niggas') is explicitly mentioned in the span_text, which is a strong indicator of hate speech."
79,bobby is two pistols you try,74.288,77.291,False,False,False,False,[],[],[],[],NONE,EXTREMISM_PROMOTION,EXTREMISM_PROMOTION,HIGH,"The span_text contains a reference to firearms ('two pistols'), which is often associated with extremist ideologies and violent behavior."
80,two bobby pistols you try,74.448,77.291,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,"The presence of a derogatory term 'bobby pistols' is a slur, which is a form of hate speech."
81,pistols two you try to rob me i got a pistol i'm,74.849,80.394,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,"The span_text contains a threat of violence ('try to rob me') and a reference to a weapon ('pistols'), which could be considered a form of hate speech."
82,i me got a pistol i'm shooting,77.871,80.874,False,False,False,False,[],[],[],[],NONE,EXTREMISM_PROMOTION,EXTREMISM_PROMOTION,HIGH,"The presence of 'pistol' and 'shooting' in the span_text suggests a violent or extremist act, which warrants a high confidence label of EXTREMISM_PROMOTION."
83,got i a pistol i'm shooting,78.092,80.874,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a violent threat ('got i a pistol i'm shooting'), which is a form of hate speech."
84,a got pistol i'm shooting,78.332,80.874,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span contains a violent threat ('i'm shooting'), which is a form of hate speech."
85,pistol a i'm shooting a black nigger in his head again and,78.572,83.837,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the racial slur 'nigger' and the violent intent to shoot someone in the head again, aligns with the characteristics of hate speech general."
86,in nigger his head again and bitch,81.355,84.197,False,True,False,False,['bitch'],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the slur 'nigger' in the span_text, which is explicitly cited as a signal for 'has_slur', is a strong indicator of hate speech."
87,his in head again and bitch,81.795,84.197,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of profanity and derogatory language ('bitch') in the span_text, which exceeds the minimum allowed label, justifies the classification as HATE_SPEECH_GENERAL."
88,head his again and bitch,81.955,84.197,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of profanity ('bitch') and derogatory tone in 'head his again and bitch' justify a high confidence in HATE_SPEECH_GENERAL label.
89,again head and bitch i am not george zimmerman i'm gonna,82.256,87.22,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a targeted insult ('bitch') and a derogatory phrase ('again head'), which are indicative of hate speech."
90,not am george zimmerman i'm gonna,84.538,87.22,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a statement that implies a threat, which is a form of hate speech. The phrase 'i'm gonna' suggests a potential violent or aggressive action, and is accompanied by a reference to George Zimmerman, a figure associated with a highly publicized and racially charged incident."
91,george not zimmerman i'm gonna,84.718,87.22,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The phrase 'george not zimmerman' suggests a biased and inflammatory tone, potentially promoting hate speech against Zimmerman."
92,zimmerman george i'm gonna kill that nigger dead kill that,85.118,89.462,False,True,False,True,[],['nigger'],[],"['threat_gonna', 'targeted_kill', 'targeted_kill']",HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,The presence of a racial slur ('nigger') and a threat of violence ('i'm gonna kill that nigger dead') categorizes the span as hate speech general. | Overridden by deterministic minimum.
93,that kill nigger dead kill that,87.28,89.462,False,True,False,True,[],['nigger'],[],"['targeted_kill', 'targeted_kill']",HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,Presence of racial slur 'nigger' and excessive profanity is not present but hate speech is present. | Overridden by deterministic minimum.
94,nigger that dead kill that,87.54,89.462,False,True,False,True,[],['nigger'],[],['targeted_kill'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"Presence of slur 'nigger' and excessive profanity, exceeding minimum allowed label 'HARASSMENT_OBSCENITY' | Overridden by deterministic minimum."
95,dead nigger kill that nigger dead record that,87.741,91.204,False,True,False,True,[],"['nigger', 'nigger']",[],['targeted_kill'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"Presence of racial slur 'nigger' and excessive profanity, exceeding the minimum allowed label of HARASSMENT_OBSCENITY. | Overridden by deterministic minimum."
96,that kill nigger dead record that,89.042,91.204,False,True,False,True,[],['nigger'],[],['targeted_kill'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,Presence of derogatory racial slur 'nigger' in the span_text. | Overridden by deterministic minimum.
