audio_id,word_id,word,start_time,end_time
audio_001,154,rob,77.451,77.791
audio_001,155,me,77.871,78.072
audio_001,156,i,78.092,78.212
audio_001,157,got,78.332,78.492
audio_001,158,a,78.572,78.612
audio_001,159,pistol,78.672,79.653
audio_001,160,i'm,80.334,80.394
audio_001,161,shooting,80.454,80.874
audio_001,162,a,80.934,81.014
audio_001,163,black,81.074,81.275
audio_001,164,nigger,81.355,81.775
audio_001,165,in,81.795,81.895
audio_001,166,his,81.955,82.035
audio_001,167,head,82.256,82.396
audio_001,168,again,82.436,82.996
audio_001,169,and,83.757,83.837
audio_001,170,bitch,83.897,84.197
audio_001,171,i,84.398,84.478
audio_001,172,am,84.538,84.598
audio_001,173,not,84.718,85.038
audio_001,174,george,85.118,85.479
audio_001,175,zimmerman,85.619,86.419
audio_001,176,i'm,86.92,87.1
audio_001,177,gonna,87.12,87.22
audio_001,178,kill,87.28,87.52
audio_001,179,that,87.54,87.681
audio_001,180,nigger,87.741,88.061
audio_001,181,dead,88.121,88.461
audio_001,182,kill,89.042,89.282
audio_001,183,that,89.322,89.462
audio_001,184,nigger,89.522,89.823
audio_001,185,dead,89.903,90.203
audio_001,186,record,90.683,91.064
audio_001,187,that,91.084,91.204
audio_001,188,shit,91.244,91.444
audio_001,189,and,91.464,91.564
audio_001,190,put,91.644,91.885
audio_001,191,it,91.905,91.945
audio_001,192,on,92.205,92.285
audio_001,193,worldstar,92.425,93.206
audio_001,194,as,93.286,93.326
audio_001,195,well,93.346,93.686
audio_001,196,fuck,94.207,94.607
audio_001,197,all,94.627,94.827
audio_001,198,those,94.847,95.007
audio_001,199,niggas,95.108,95.648
audio_001,200,they,95.648,96.149
audio_001,201,can,96.169,96.269
audio_001,202,burn,96.309,96.569
audio_001,203,in,96.589,96.669
audio_001,204,hell,96.709,97.05
audio_001,205,fuck,97.57,97.931
audio_001,206,eric,97.951,98.331
audio_001,207,garner,98.391,98.792
audio_001,208,he,99.092,99.213
audio_001,209,fat,99.273,99.613
audio_001,210,as,99.633,99.673
audio_001,211,fucking,99.693,100.074
audio_001,212,hell,100.094,100.474
audio_001,213,fuck,101.035,101.295
audio_001,214,all,101.415,101.555
audio_001,215,those,101.596,101.796
audio_001,216,niggas,101.916,102.377
audio_001,217,i'll,102.397,102.477
audio_001,218,choke,102.657,102.897
audio_001,219,them,102.937,103.037
audio_001,220,out,103.178,103.358
audio_001,221,fuck,104.459,104.739
audio_001,222,all,104.82,104.98
audio_001,223,those,105.02,105.22
audio_001,224,niggas,105.34,105.821
audio_001,225,i'll,105.841,106.021
audio_001,226,shoot,106.101,106.382
audio_001,227,it,106.402,106.482
audio_001,228,out,106.622,106.762
audio_001,229,if,107.503,107.743
audio_001,230,a,107.763,107.863
audio_001,231,nigger,107.923,108.224
audio_001,232,gets,108.404,108.664
audio_001,233,mad,108.745,109.125
audio_001,234,then,109.205,109.405
audio_001,235,we,109.425,109.465
audio_001,236,can,109.485,109.546
audio_001,237,shoot,109.606,109.846
audio_001,238,it,109.866,109.906
audio_001,239,out,110.026,110.206
audio_001,240,bitch,110.927,111.067
audio_001,241,i,111.148,111.228
audio_001,242,don't,111.288,111.568
audio_001,243,fight,111.688,111.868
audio_001,244,with,111.929,112.129
audio_001,245,niggers,112.169,112.489
audio_001,246,they'll,112.589,112.87
audio_001,247,beat,112.97,113.29
audio_001,248,me,113.41,113.45
audio_001,249,down,113.47,113.671
audio_001,250,they,114.332,114.612
audio_001,251,is,114.632,114.672
audio_001,252,like,114.732,114.912
audio_001,253,the,115.173,115.373
audio_001,254,junk,115.393,115.493
audio_001,255,like,116.722,117.043
audio_001,256,to,117.083,117.203
audio_001,257,take,117.243,117.704
audio_001,258,a,117.764,117.784
audio_001,259,nigga,117.804,118.065
audio_001,260,car,118.125,118.446
audio_001,261,and,118.506,118.566
audio_001,262,rap,118.586,118.847
audio_001,263,at,118.887,119.208
audio_001,264,the,119.248,119.368
audio_001,265,same,119.428,119.749
audio_001,266,time,119.849,120.19
audio_001,267,stupid,120.651,121.152
audio_001,268,ass,121.493,121.553
audio_001,269,niggas,121.613,121.974
audio_001,270,all,122.154,122.295
audio_001,271,they,122.415,122.615
audio_001,272,can,122.655,122.796
audio_001,273,do,122.836,122.996
audio_001,274,is,123.076,123.157
audio_001,275,rhyme,123.237,123.598
audio_001,276,they,124.119,124.44
audio_001,277,can,124.46,124.52
audio_001,278,never,124.58,124.881
audio_001,279,get,125.001,125.241
audio_001,280,a,125.301,125.342
audio_001,281,motherfuckin',125.402,126.224
audio_001,282,9,126.244,126.504
audio_001,283,to,126.544,127.045
audio_001,284,5,127.066,127.486
audio_001,285,stupid,127.507,128.028
audio_001,286,ass,128.208,128.348
audio_001,287,niggas,128.389,128.809
audio_001,288,don't,129.01,129.21
audio_001,289,know,129.311,129.551
audio_001,290,5,129.571,129.912
audio_001,291,plus,129.972,130.092
audio_001,292,5,130.112,130.493
audio_001,293,they,131.035,131.275
audio_001,294,just,131.295,131.375
audio_001,295,know,131.435,131.636
audio_001,296,that,131.676,131.816
audio_001,297,if,131.937,132.057
audio_001,298,i,132.157,132.217
audio_001,299,can,132.237,132.297
audio_001,300,do,132.378,132.618
audio_001,301,a,132.638,132.658
audio_001,302,rhyme,132.738,133.039
audio_001,303,i,133.059,133.079
audio_001,304,can,133.099,133.159
audio_001,305,get,133.219,133.46
audio_001,306,time,133.52,134.342
audio_001,307,yeah,134.342,135.404
audio_001,308,fuck,135.424,135.725
audio_001,309,all,135.745,135.865
audio_001,310,those,135.905,136.066
audio_001,311,niggas,136.166,136.567
audio_001,312,fuck,137.048,137.489
audio_001,313,all,137.509,137.569
audio_001,314,those,137.609,137.789
audio_001,315,niggas,137.889,138.27
audio_001,316,fuck,138.771,139.132
audio_001,317,all,139.152,139.292
audio_001,318,those,139.332,139.513
audio_001,319,niggas,139.613,139.974
audio_001,320,fuck,140.475,140.815
audio_001,321,all,140.835,140.976
audio_001,322,those,141.016,141.196
audio_001,323,niggas,141.316,141.677
audio_001,324,yeah,141.737,142.118
audio_001,325,fuck,142.178,142.499
audio_001,326,all,142.519,142.659
audio_001,327,those,142.699,142.88
audio_001,328,niggas,143.02,143.401
audio_001,329,fuck,143.902,144.262
audio_001,330,all,144.283,144.423
audio_001,331,those,144.483,144.663
audio_001,332,niggas,144.763,145.144
audio_001,333,fuck,145.625,145.986
audio_001,334,all,146.006,146.146
audio_001,335,those,146.186,146.347
audio_001,336,niggas,146.487,146.808
audio_001,337,yeah,146.888,147.269
audio_001,338,fuck,147.329,147.669
audio_001,339,all,147.69,147.83
audio_001,340,those,147.87,148.07
audio_001,341,niggas,148.191,148.571
audio_001,342,niggas,149.032,149.313
audio_001,343,can,149.333,149.453
audio_001,344,burn,149.493,149.734
audio_001,345,in,149.774,149.854
audio_001,346,hell,149.894,150.235
audio_001,347,trayvon,150.756,151.357
audio_001,348,as,151.437,151.497
audio_001,349,well,151.618,151.998
audio_001,350,niggas,152.499,152.76
audio_001,351,can,152.78,152.88
audio_001,352,burn,152.9,153.181
audio_001,353,in,153.241,153.321
audio_001,354,hell,153.361,153.762
audio_001,355,niggas,154.243,154.624
audio_001,356,burn,154.664,154.744
audio_001,357,all,167.296,167.657
audio_001,358,the,167.717,167.817
audio_001,359,niggers,167.897,168.438
audio_001,360,in,168.538,168.678
audio_001,361,this,168.778,169.099
audio_001,362,bitch,169.199,170.14
audio_001,363,you,170.28,170.4
audio_001,364,motherfuckers,170.48,171.302
audio_001,365,used,171.422,171.582
audio_001,366,to,171.622,171.722
audio_001,367,be,171.802,171.983
audio_001,368,slaves,172.083,172.623
audio_001,369,now,173.044,173.264
audio_001,370,you,173.304,173.445
audio_001,371,think,173.485,173.805
audio_001,372,you,173.885,174.085
audio_001,373,can,174.146,174.286
audio_001,374,ride,174.346,174.706
audio_001,375,in,174.726,174.927
audio_001,376,my,174.967,175.107
audio_001,377,escalade,175.227,175.908
audio_001,378,stupid,176.369,176.849
audio_001,379,ass,177.03,177.21
audio_001,380,nigger,177.31,177.65
audio_001,381,better,177.71,177.991
audio_001,382,clean,178.071,178.311
audio_001,383,my,178.351,178.452
audio_001,384,car,178.532,178.792
audio_001,385,good,178.912,179.233
audio_001,386,before,179.693,180.034
audio_001,387,i,180.134,180.234
audio_001,388,get,180.294,180.474
audio_001,389,this,180.514,180.635
audio_001,390,whip,180.735,180.975
audio_001,391,out,181.115,181.215
audio_001,392,and,181.275,181.336
audio_001,393,then,181.396,181.556
audio_001,394,shoot,181.616,181.936
audio_001,395,you,181.956,182.036
audio_001,396,in,182.057,182.137
audio_001,397,your,182.177,182.377
audio_001,398,hood,182.437,182.737
audio_001,399,dumbass,182.798,183.979
audio_001,400,nigger,184.019,184.34
audio_001,401,stupid,185.001,185.361
audio_001,402,ass,185.441,185.601
audio_001,403,nigger,185.682,186.563
audio_001,404,you,186.583,186.723
audio_001,405,calling,186.763,187.084
audio_001,406,me,187.104,187.184
audio_001,407,a,187.264,187.284
audio_001,408,cracker,187.344,187.724
audio_001,409,well,188.025,188.265
audio_001,410,it's,188.345,188.425
audio_001,411,better,188.465,188.666
audio_001,412,to,188.706,188.746
audio_001,413,be,188.826,188.946
audio_001,414,a,188.966,188.986
audio_001,415,nigger,189.066,189.347
audio_001,416,better,190.148,190.488
audio_001,417,than,190.568,190.889
audio_001,418,being,191.049,191.53
audio_001,419,a,191.55,191.65
audio_001,420,nigger,191.83,192.691
audio_001,421,bitch,193.673,193.973
audio_001,422,you're,193.993,194.213
audio_001,423,so,194.253,194.394
audio_001,424,black,194.454,194.694
audio_001,425,you,194.734,194.854
audio_001,426,look,194.954,195.175
audio_001,427,like,195.335,195.555
audio_001,428,a,195.635,195.675
audio_001,429,damn,195.716,196.036
audio_001,430,shade,196.116,196.797
audio_001,431,bitch,198.667,198.988
audio_001,432,clean,199.51,199.751
audio_001,433,my,199.791,199.912
audio_001,434,car,199.952,200.273
audio_001,435,while,200.313,200.655
audio_001,436,i,200.755,200.815
audio_001,437,drink,200.855,201.116
audio_001,438,lemonade,201.257,202.04
audio_001,439,you,202.823,202.963
audio_001,440,fucking,203.024,203.365
audio_001,441,slave,203.405,203.847
audio_001,442,bobby,205.614,205.895
audio_001,443,2,205.915,206.055
audio_001,444,pistols,206.115,206.477
audio_001,445,man,206.497,206.758
audio_001,446,fuck,207.38,207.581
audio_001,447,all,207.621,207.722
audio_001,448,those,207.742,207.882
audio_001,449,niggas,207.922,208.163
audio_001,450,man,208.244,208.424
audio_001,451,real,208.826,209.067
audio_001,452,nigger,209.107,209.348
audio_001,453,anthem,209.448,209.689
audio_001,454,you,230.375,231.24
